Автор,Оценка,Продавец,Фото,Лайки,Дизлайки,Реакции,Рейтинг,Текст,Час,День,Месяц,Год,Наличие эмодзи,Количество_!,Длина_Текста,sentiment_anger,sentiment_enthusiasm,sentiment_fear,sentiment_happiness,sentiment_neutral,sentiment_sadness,skip,positive,negative,neutral,speech
0,5,1,0,0,0,0,0,"Отличное качество исполнения Слегка продавливается Нам показался слишком мягким, детям в самый раз.",13,27,3,2024,0,0,1,False,False,False,True,False,False,0.05,0.14,0.14,0.35,0.0
0,5,1,0,0,0,0,0,Отличный комплект. Матрас плотный. Подушки и одеяла воздушные. Прям рекомендую. Не нашла Рекомендую.,0,26,6,2023,0,0,2,False,False,False,True,False,False,0.04,0.41,0.29,0.13,0.01
0,5,1,0,0,0,0,0,"  Подушки очень мягкие, удобные, впервые выспалась, одеяло очень лёгкое, но тёплое, матрас супер, за такую цену вообще огонь",10,8,4,2023,0,0,2,False,False,False,True,False,False,0.09,0.66,0.31,0.05,0.0
0,5,1,0,0,0,0,0,"как же я жила без этого матраса пока не обнаружила матрас очень удобный , одеяло и подушки словно пух",5,2,7,2023,0,0,2,False,False,False,False,True,False,0.25,0.08,0.31,0.15,0.01
1,5,1,0,0,0,0,0,"цена отличная, качество класс, очень удобный!!! нет лежу сейчас на нём, очень удобно и цена приятная!!!",8,29,3,2024,0,4,2,False,False,False,True,False,False,0.04,0.96,0.11,0.02,0.0
1,5,1,0,0,0,0,0,"Удобный, недорогой Пока нет Приятный бонус в виде одеяла с подушками, достаточно упругий и высокий.",16,29,2,2024,0,0,1,False,False,False,False,True,False,0.13,0.03,0.43,0.62,0.0
1,5,1,0,0,0,0,0,Удобный для меня и супруга) сшит отлично) без постороннего запаха На нашли Всё отлично) спим сладко,8,21,1,2024,0,0,1,False,False,False,True,False,False,0.03,0.77,0.25,0.04,0.01
1,5,1,0,0,0,0,0,"Все в комплекте, качество, удобство Подушка мягковата, но это мелочь Отличный комплект, рекомендую",7,12,10,2023,0,0,1,False,False,False,True,False,False,0.05,0.83,0.24,0.02,0.0
1,5,1,0,0,0,0,0,"Доставка вовремя, упаковано отлично, без повреждений Не обнаружил Как будет что дополнить, напишу.",13,20,4,2024,0,0,1,False,False,False,False,True,False,0.08,0.22,0.15,0.4,0.0
1,5,1,0,0,0,0,0,"цена нет хорошие и одеяла и подушки ( не превращаются в комок после стирки, матрас не продавливатся",3,20,3,2024,0,0,1,False,False,False,False,False,True,0.02,0.11,0.08,0.89,0.0
0,5,1,0,0,0,0,0," хотелось жёстче хороший матрац за свои деньги. привезли вовремя, упакован был хорошо. думал, что будет жёстче",8,23,5,2024,0,0,2,False,False,False,True,False,False,0.03,0.75,0.23,0.05,0.01
1,5,1,0,0,0,0,0,"Одеяло в подарок Нет Мне матрас понравился , большой в меру мягкий , с другой стороны в меру жесткий",18,24,5,2024,0,0,2,False,False,False,True,False,False,0.05,0.33,0.28,0.21,0.01
1,5,1,0,0,0,0,0,"Очень комфортный  Матрас очень комфортный , удобный , прям ложишься и получаешь кайф и сладкий сон рекамендую",8,17,2,2024,0,0,2,False,False,False,True,False,False,0.1,0.34,0.32,0.25,0.0
0,5,1,0,0,0,0,0,после распаковки матрас сразу можно использовать подушки одеяла хорошего качества нет ядаволен,7,15,5,2024,0,0,1,False,False,False,False,True,False,0.13,0.33,0.19,0.15,0.03
1,5,1,0,0,0,0,0,"очень быстрая доставка нет матрас понравился ,пока не пользовались, доставили очень оперативно!",16,1,11,2023,0,1,1,False,False,False,True,False,False,0.05,0.25,0.12,0.15,0.05
0,5,1,0,0,0,0,0, не обнаружены отличный матрас. подстраивается под твое тело. спать одно удовольствие. одеяло очень теплое.,6,20,11,2023,0,0,2,False,False,False,False,True,False,0.15,0.21,0.25,0.19,0.01
0,5,1,0,0,0,0,0,"Мягкий Отсутствуют Очень мягкий матрас, пружины в спину не впиваются. На подушках приятно спать",6,23,5,2024,0,0,1,False,False,False,False,True,False,0.17,0.43,0.14,0.07,0.04
1,5,1,0,0,0,0,0,"Красивый, качественный Нет Удобный, комфортный. Пользуемся уже несколько  месяцев, все отлично!",8,17,9,2023,0,1,1,False,False,False,True,False,False,0.09,0.2,0.21,0.44,0.01
1,5,1,0,0,0,0,0,цена. вроде бы нет. Матрас с виду не плохой. Сказать пока не чего не смогу так как стоит в рулоне.,18,2,6,2023,0,0,1,False,False,False,False,True,False,0.05,0.37,0.17,0.09,0.04
1,5,1,0,0,0,0,0,"Все плюсы Минусов нет Матрас просто супер,удобный,одеяло с подушкой тоже отличные,рекомендую.",14,6,6,2024,0,0,1,False,False,False,True,False,False,0.11,0.2,0.08,0.47,0.0
1,5,1,0,0,0,0,0,Очень классный матрас! Их нет Идеальный матрас! Не жесткий и не мягкий. Высыпаемся наконец-то...,9,12,4,2023,0,2,1,False,False,False,False,False,True,0.13,0.06,0.21,0.58,0.01
1,5,1,0,0,0,0,0,"Все супер  Ни к матрасу, ни к подушке с одеялом никаких претензий. Доставка точно в срок. Реально довольны.",16,2,11,2023,0,0,2,False,False,False,True,False,False,0.15,0.09,0.03,0.49,0.02
1,5,1,0,0,0,0,0,"Комфортно Нет Соответствует описанию, упаковано отлично комплект советую, удобно, комфортно.",15,2,3,2024,0,0,1,False,False,False,True,False,False,0.09,0.15,0.25,0.22,0.03
1,5,1,0,0,0,0,0,"Удобный Нет Удобный матрас, подушки очень лёгкие и пушистые, одеяло тонкое на лето в самый раз",19,8,4,2023,0,0,1,False,False,False,False,True,False,0.14,0.15,0.25,0.35,0.01
1,5,1,0,0,0,0,0,"Качество продукции Не увидел Цена-качество на очень хорошем уровне, подушка только тонковата",17,9,11,2023,0,0,1,False,False,False,False,True,False,0.15,0.19,0.23,0.35,0.0
0,5,1,0,0,0,0,0,"Очень мягкий и удобный  Спишь и высыпаешься, не затекают руки и спина,ни где ни чего не торчит и не мешает",19,14,4,2024,0,0,2,False,False,False,False,True,False,0.11,0.48,0.16,0.17,0.01
1,5,1,1,11,0,11,11,"Цена-качество Пока не обнаружила Комплект мне очень понравился, привезли все аккуратно упаковано, весь комплект в скрутке. Матрас сначала кажется мягким, но по факту, когда ложишься и вес распределяется для меня он в меру жесткий, спать на нем комфортно, лично я прям очень довольна им. Одеяло и подушки мягкие, к подушкам пока не привыкла, а вот одеяло суперское, прям воздушное, очень приятно под ним спать ☺️",8,2,4,2023,1,0,5,False,False,False,True,False,False,0.05,0.45,0.08,0.49,0.01
1,5,1,1,0,0,0,0,"очень удобный средней жёсткости матрас. односторонний.пружины не ощущаются, хорошая подкладка .аккуратно сшит снаружи. удобная доставка в рулоне,за вечер расправился. - пожалуй лучший выбор матраса который получилось найти, лежать очень комфортно. а мягонькие подушки с одеялом очень сладкий бонус. спасибо большое продавцу.",8,12,5,2024,0,0,4,False,False,False,False,True,False,0.07,0.32,0.26,0.15,0.02
1,5,1,3,1,0,1,1,Все как на фото. Очень здорово что одеяло и подушки в подарок) доставка до двери. Матрас и вправду тяжелый. Девушке одной не реально было бы его дотащить. Подушки мягкие. Одеяло приятное Отсутствуют Уже два месяца в использовании. Все отлично. Снчала на нем спали на полу месяц. Жесткости не чувствовали хоть и спали на полу. Постелили на кровать стало еще лучше. За свои деньги вообще отличен,22,16,1,2024,0,0,4,False,False,False,True,False,False,0.19,0.14,0.25,0.38,0.0
1,5,1,4,14,3,17,11,"Цена, качество, доставка Пока не выявила По такой небольшой цене матрас, одеяло и две подушки - это однозначно супер! Матрас, как и хотела, в меру жесткий, как раз для спины. Одеяло очень легкое и теплое 😍 подушки тоже отличные!",17,23,3,2023,1,2,3,False,False,False,False,True,False,0.1,0.12,0.22,0.51,0.01
1,5,1,0,0,0,0,0,"Комплект из подушек, одеяла и матраса, выгодная цена, качество Нет Когда увидели отзывы на данный товар,то хороших было слишком много и даже как то не верилось, что за такую цену можно получить качественный товар. В использовании с мая и никаких проблем нет и не возникло. Заказ доставил курьер до квартиры, там уже по инструкции расправил положили и ждали. Матрас хорошо держит форму когда спят люди с разным весом. Под одеялом комфортно спать в любую погоду, оно мягкое и лёгкое, практически не ощущается",5,4,8,2023,0,0,6,False,False,False,True,False,False,0.12,0.74,0.19,0.06,0.01
1,5,1,5,0,0,0,0,"Очень доволен данным приобретением.Продуманная упаковкам ручкой для переноски.Шикарный матрас(в меру жёсткий),приятное лёгкое одеяло,воздушная подушка.Очень удачное сочетание.После распаковки матрас почти сразу расправился. Не обнаружил Посторонние запахи отсутствуют,приятное на ощупь.На момент покупки была приятная цена с хорошим возвратом в виде спасибок.",12,5,6,2024,0,0,4,False,False,False,True,False,False,0.08,0.33,0.26,0.18,0.03
1,4,1,4,4,1,5,3,"  Хороший, но не идеальный комплект для сна. Матрас скорее средне-мягкий, края очень легко проминаются. Брала для ребенка 6 лет (20 кг). Ему подходит, сама вешу 50, мне уже не очень комфортно. Пружины не чувствуются, что хорошо. Подушка очень мягкая, одеяло тонкое, состав на фото. Ширина соответствует 80см, а вот длина меньше заявленной 196 вместо 200. Высота 18 см. Для ребенка небольшого веса рекомендую.",9,7,11,2023,0,0,5,False,False,False,False,True,False,0.06,0.03,0.21,0.76,0.0
1,4,1,0,0,0,0,0,"стоимость. в комплекте 2 подушки и одеяло матрас на свои деньги, без пружин, мягкий да, недорого. По акции ещё и возвращают половину. Упакован в плёнку, хорошо. внутри было одеяло довольно приличное и пара очень мягких подушек. Соответствует стоимости.",8,23,6,2024,0,0,3,False,False,False,False,True,False,0.07,0.59,0.02,0.01,0.71
1,5,1,1,0,0,0,0,"цена - Хороший матрас, пришел упакованный в вакууме и скручен с меньшей стороны (160 см в длину) смогла перевезти в своей небольшой машине)",4,21,1,2024,0,0,2,False,False,False,False,True,False,0.09,0.02,0.23,0.76,0.01
0,2,1,0,3,0,3,3,"Матрас нормальный (пока новый), сомневаюсь что долго прослужит, заявленная средняя жесткость по мне- очень мягкий! Одеяло с подушками ужасные! Тонкая вспушенная прослойка синтипона внутри, который с самого начала пресуется, а череш 2 недели и вовсе станет как лепешка (была у нас такая подушка) Повелась я на полный комплект, но блин это всего лишь маркетинг, покупкой не довольна и не рекомендую покупать тем, кто на самом деле хочет хороший матрас! Подойдет например для дачи, для квартирантов и тп",9,9,12,2023,0,3,6,False,False,False,True,False,False,0.04,0.71,0.07,0.09,0.0
1,3,1,2,5,1,6,4,"Вначале спали как на облачке, очень были довольны и жесткостью и тем что когда один встает или ложится, второй не болтыхается. Пружины недависимые. Спустя 5 месяцев использования заметили косяк, со стороны ног стал смотреть вниз, появился склон. Не понятное явление. Спать очень удобно, плюс независимых пружин, когда встает один член сесьи, второй не просыпается от перекатов.",17,28,11,2023,0,0,4,False,False,False,True,False,False,0.14,0.08,0.14,0.59,0.0
1,5,1,0,2,0,2,2,"Отличный матрас с бонусами вышел на 140р. Одна сторона жесткая и не для сна, другая же мягкая, мне лично было комфортно на нем лежать.  Матрас довольно тяжелый, пришел запакованный. Открыл его и он начал шуметь, по звуку лопание пузырчатой пленки, как я понял это пружины распрямлялись. Необходимо было его проветрить, так как пах. После двое суток под ветерком от запаха осталось ни следа, одеяло и подушки идут бонусом, примерно как голая резина при покупки бу машины. Матрасом доволен. Особенно за такую цену.",9,19,6,2023,0,0,6,False,False,False,True,False,False,0.06,0.09,0.33,0.45,0.0
1,5,1,2,0,0,0,0,"Комплект Одеяло тонковато Комплект подойдёт для тех,кто только заезжает на новое место,так как очень удобно не искать дополнительно одеяло, подушки.Очень удобно,что подушки две.Одеяло,конечно, летний вариант.  Сама идея комплекта  супер.Матрас удобный, доставлен все в пленке,без нареканий,чистое,белоснежное. Подушки мне понравились,хоть и небольшие.надеюсь послужат.",21,22,4,2024,0,0,4,False,False,False,True,False,False,0.15,0.59,0.13,0.06,0.0
1,5,1,0,0,0,0,0,"Комплектность: Сет Boy Combo включает в себя все необходимые предметы для комфортного сна - матрас, подушку и одеяло. Это очень удобно, так как не нужно искать отдельно каждый предмет. На  любителя Сет Boy Combo - отличное решение для тех, кто ищет удобный и качественный комплект для сна. Он обеспечивает все необходимое для комфортного отдыха и способствует здоровому сну. Несмотря на ограниченный выбор размеров, этот сет является отличным вариантом для одного человека. Рекомендую!",17,24,1,2024,0,1,5,False,False,False,False,True,False,0.06,0.91,0.26,0.01,0.0
0,5,1,0,0,0,0,0,"плюс в том, что это комплект: подушки, одеяло и матрас, всё сразу что нужно для сна. не нашлось, всё на отлично отличный матрас, качественная ткань, всё соответствует описанию в карточке товара. подушки белоснежные и очень удобные, одеяло хорошего размера и качественно сшито. Доставка в срок, приехало всё в рулоне, упаковано на совесть. Распаковка товара прошла легко и просто. Матрас принял форму очень быстро. Спасибо производителю за качество. Всем советую, это находка.",17,28,11,2023,0,0,5,False,False,False,False,True,False,0.15,0.33,0.22,0.11,0.01
1,4,1,0,0,0,0,0,"Круто свернут ( в рулон), доставка во воемя, прям в квартиру.  К сервису вопросов нет. Лучше, чем старый. Четко подошел по размеру.  Матрас не плохой, как по мне, не достаточно жесткий. Когда садишься проминается, ложишься вроде вес распределяется, поддержка хорошая. Муж немного тяжелее, если лежать рядом подкатываешься к нему. Сколько послужит посмотрим со времене.",20,31,1,2024,0,0,4,False,False,False,False,True,False,0.16,0.02,0.13,0.7,0.0
1,5,1,0,0,0,0,0,"  долго выбирала матрас на дачу, хотелось качество и бюджетную стоимость. остановила свой выбор на данном комплекте-матрас, 2 подушки и большое одеяло. привезли свернутым в рулон,  размер высотой 140 см и диаметром примерно 50 см. он без проблем поместится в легковую машину и я отвезла его из города на дачу. при распаковке матрас быстро принял форму.он в меру жёсткий,  подушки очень мягкие и воздушные, а одеяло очень лёгкое и невероятно тёплое. в общем, однозначно рекомендую данный комплект!",3,24,5,2023,0,1,5,False,False,False,False,True,False,0.11,0.33,0.67,0.07,0.01
1,5,1,5,1,0,1,1,"В комплекте одеяло и подушка Нет Товар пришёл в рулоне, за минут пять марас поднялся и расправился. Отличный комплект три в одном матрас одеяло и подушка, матрас очень качественный чехол на молнии    можно снять постирать, очень мягкая подушка и одеяло все белоснежное приятная шелковистая ткань. Отличное качество 👍рекомендую",13,8,11,2023,1,0,4,False,False,False,False,True,False,0.09,0.21,0.1,0.6,0.0
1,5,1,0,10,0,10,10,"Цена, качество товара и качество упаковки Нет Отличное качество комплекта! Цена просто подарок (особенно если учитывать моë попадание в акцию с бонусами!). Это лучший матрас в моей жизни, особенно с моей очень больной спиной и большим весом. Пришло всë в рулоне, рулон затянут ремнями с липучками, упаковка целая и чистая. Матрас пришëл свежий🤣- в рулоне он должен храниться не более 180 дней. Мне пришëл производством от начала марта. Очень довольны этой покупкой!!!",7,17,3,2023,1,4,5,False,False,False,False,True,False,0.06,0.93,0.12,0.01,0.0
1,5,1,2,0,0,0,0,Качественные швы За 10000 с промокодом — нет. Под одеялом не жарко и не холодно.,7,29,2,2024,0,0,1,False,False,False,False,False,True,0.07,0.57,0.41,0.04,0.0
1,5,1,0,0,0,0,0,"Нам понравился матрас,  сегодня только привезли Нет Спасибо,  приятный бонус одеяло,  подушка)",14,19,11,2023,0,0,1,False,False,False,True,False,False,0.11,0.58,0.17,0.02,0.01
1,5,1,0,0,0,0,0,"Цена-качество Нет Привезли вовремя, все соответствует описанию, подушка с одеялом бонусом 💪",8,24,11,2023,1,0,1,False,False,False,False,True,False,0.07,0.92,0.09,0.01,0.01
1,5,1,0,2,0,2,2,За такую цену просто супер Нет Одеяло и подушки воздушные,7,29,3,2023,0,0,1,True,False,False,False,False,False,0.03,0.72,0.02,0.29,0.0
1,5,1,0,0,0,0,0,"мягкий,удобный матрас😍  матрас пришёл свёрнут в рулон,после снятия упаковки моментально принял форму.",7,5,3,2024,1,0,2,False,False,False,False,True,False,0.04,0.08,0.26,0.52,0.0
1,4,1,0,0,0,0,0,Коплект не плохой Запах химозный и односторонний Достаточно добротный и доставка не долгая,6,2,3,2024,0,0,1,False,False,False,True,False,False,0.09,0.1,0.21,0.51,0.0
0,5,1,0,0,0,0,0,"Отличный матрас за свою цену. Мягкий, но в тоже время держит форму. Очень довольна покупкой  Рекомендую",18,15,7,2023,0,0,2,False,False,False,True,False,False,0.02,0.9,0.23,0.02,0.0
0,5,1,0,0,0,0,0,"Отличный сет Нет Все пришло хорошо упакованно, товар качественный, а так же хорошие бонусы.",12,25,1,2024,0,0,1,False,False,False,False,True,False,0.03,0.19,0.29,0.16,0.01
1,5,1,0,0,0,0,0,отличный матрас не выявлено пришёл раньше заявленного срока. средняя жёсткость. я доволен.,19,4,5,2024,0,0,1,False,False,False,True,False,False,0.09,0.21,0.11,0.24,0.0
1,5,1,0,0,0,0,0,"цена ошеломляет не средней жёсткости, а мягкий. Есть с чем сравнивать К покупке рекомендую",5,23,10,2023,0,0,1,False,True,False,False,False,False,0.01,0.1,0.1,0.93,0.0
1,5,1,0,0,0,0,0,"одни плюсы нет Очень удобный матрац, одеяло и подушки мягкие,не мнутся ,Одеяло просто  пух,",6,10,4,2023,0,0,1,False,False,False,False,True,False,0.03,0.87,0.04,0.03,0.01
1,5,1,0,0,0,0,0,"  Порадовало соотношение цены и качества. Однозначно советую. Сразу обращайте внимание на высоту матраса, 18-19 см",8,8,12,2023,0,0,2,False,True,False,False,False,False,0.05,0.25,0.04,0.51,0.0
1,5,1,0,0,0,0,0,"Матрас хороший,  упругий нам очень понравился Нет Качество хорошее. Плюс одеяло и подушка.",4,2,12,2023,0,0,1,False,False,False,True,False,False,0.05,0.25,0.04,0.55,0.01
0,5,1,0,0,0,0,0,Отличный матрас. Прдушки и одеяло очень иягкие. После стирки быстро сохнут. Не просидают  Все отлично,13,16,6,2024,0,0,2,False,False,False,True,False,False,0.06,0.19,0.03,0.74,0.0
1,5,1,0,0,0,0,0,"здоровый сон их нет за эту сумму просто супер, матрас , подушки и одеяло, очень понравились",15,1,6,2024,0,0,1,False,False,False,True,False,False,0.03,0.87,0.04,0.06,0.0
0,5,1,0,0,0,0,0,Хорошо упакован и хорошего качества Додеяло тонковато Быстро доставили и товар отличный,11,23,4,2024,0,0,1,False,False,False,True,False,False,0.05,0.67,0.12,0.13,0.02
1,5,1,0,0,0,0,0,Достойный вариант за данную цену) для одного человека вполне хороший Нет Все понравилось,4,29,8,2023,0,0,1,False,False,False,True,False,False,0.28,0.03,0.29,0.2,0.02
1,5,1,1,0,0,0,0,"съёмный чехол на матрасе,удобно упакован нет заказывала 2 разных размеров товар отличный",17,20,6,2024,0,0,1,False,False,False,False,True,False,0.16,0.03,0.42,0.69,0.0
0,5,1,0,0,0,0,0,быстрая доставка нет товар хорошо упакован. после открытия матрас быстро приобрел форму.,9,5,11,2023,0,0,1,False,False,False,False,True,False,0.02,0.93,0.03,0.03,0.02
1,5,1,0,0,0,0,0,"качество нет Отличный комплект, очень довольна покупкой.",7,5,10,2023,0,0,1,False,False,False,True,False,False,0.04,0.38,0.14,0.23,0.03
1,5,1,0,0,0,0,0,после вскрытия упаковки сразу же принял ровную форму нет прекрасный матрац очень удобно,11,24,5,2024,0,0,1,False,False,False,False,True,False,0.07,0.09,0.09,0.58,0.0
0,5,1,0,0,0,0,0,"Цена, качество. Не обнаружены.,  Очень хороший, в меру жёсткий матрас. Рекомендую к покупке.",18,14,11,2023,0,0,1,False,False,False,False,True,False,0.09,0.06,0.36,0.22,0.03
1,5,1,0,0,0,0,0,"очень комфортно, упаковано плотно быстрее устанешь плёнку снимать не нашёл рекомендую",12,30,5,2023,0,0,1,False,False,False,False,True,False,0.07,0.23,0.26,0.22,0.0
1,5,1,0,0,0,0,0,первые впечатления отличные пока не нашел отличный матрас  посмотрим ка будет служить,15,26,5,2024,0,0,1,False,False,False,True,False,False,0.04,0.72,0.07,0.04,0.04
1,5,1,0,0,0,0,0,В наборе одеяло и подушки Немного мягковат Хороший матрас для своей ценовой категории,21,17,3,2024,0,0,1,False,False,False,False,True,False,0.05,0.86,0.08,0.03,0.0
1,4,1,0,0,1,1,-1,"цена, комплект доставка отличный матрас ещё и комплект с одеялом и подушками, брал 12.500",6,3,7,2023,0,0,1,False,False,False,False,True,False,0.11,0.2,0.17,0.2,0.03
1,5,1,0,1,0,1,1,"соответствет всему заявленному не увидели мама довольна, вес 100 кг выдерживает на ура",19,17,11,2023,0,0,1,False,False,False,True,False,False,0.04,0.72,0.07,0.04,0.04
1,5,1,0,0,0,0,0,Хорошо упакован нет Просто классный матрас и комплект к нему!!! Однозначно рекомендую,19,27,12,2023,0,3,1,False,False,False,True,False,False,0.16,0.38,0.19,0.02,0.01
1,5,1,0,2,1,3,1,"  круто, что идёт набором, подушки очень мягкие, прям как пушинка, мне не очень такие нравятся, одеяло тонкое",19,1,4,2023,0,0,2,False,False,False,True,False,False,0.09,0.56,0.46,0.02,0.0
1,5,1,0,0,0,0,0,"  купили два матраса детям , очень мягкие спать удобно,  тётя приехала в гости поспала на нем , заказали и ей .",5,21,7,2023,0,0,2,False,False,False,False,False,True,0.05,0.49,0.13,0.16,0.0
1,5,1,0,0,0,0,0,Пришнл запаеованный в рулон. Еще не открывала Нет Пока не мону проверить. Нет кровати,15,27,5,2023,0,0,1,False,False,False,False,True,False,0.03,0.68,0.12,0.13,0.0
1,5,1,0,0,0,0,0,В подарок полушки и одеяла Не заметили пока Очень хороший матрас. Приятный и удобный!,11,29,3,2024,0,1,1,False,False,False,True,False,False,0.11,0.21,0.19,0.09,0.01
1,5,1,0,0,0,0,0, нет Матрас очень понравился средней жёсткости подушки и одеяло белоснежные мягкие и воздушные,14,22,9,2023,0,0,1,False,False,False,True,False,False,0.02,0.58,0.15,0.07,0.02
0,5,1,0,0,0,0,0,"цена, комплект постельного белья для сна только одна сторона матрас среднего уровня",6,26,5,2024,0,0,1,False,False,False,False,True,False,0.05,0.91,0.09,0.02,0.02
0,5,1,0,0,0,0,0,"Недорогой комплект Нет Хороший недорогой комплект, брал как временный, все устроило",19,22,4,2024,0,0,1,False,False,False,False,True,False,0.09,0.26,0.31,0.34,0.0
1,5,1,0,0,0,0,0,"В комплекте одеяло+подушка Односторонний Хороший матрац, жаль только односторонний",3,15,9,2023,0,0,1,False,False,False,False,False,True,0.07,0.92,0.04,0.01,0.01
0,5,1,0,0,0,0,0,"замечательно пока минусов не наблюдала прекрасный, удобный,и выгодный по стоимости",2,18,6,2024,0,0,1,False,False,False,True,False,False,0.15,0.59,0.08,0.06,0.0
1,5,1,0,0,0,0,0,"  Хороший комплект! Отличный матрац! Подушки и одеяло в комплекте НЕ просто для галачки, а реально хорошие!",3,22,1,2024,0,3,2,False,False,False,True,False,False,0.14,0.04,0.28,0.26,0.02
1,5,1,0,0,0,0,0,"  Ооочень мягкий матрас и подушки, не ощущаешь, что лежишь на кровати😂 Но за неделю привыкла, все нравится",5,24,12,2023,1,0,2,False,False,False,True,False,False,0.09,0.92,0.1,0.01,0.03
0,5,1,0,0,0,0,0,"замечательно пока минусов не наблюдала прекрасный, удобный,и выгодный по стоимости",2,18,6,2024,0,0,1,False,False,False,True,False,False,0.09,0.1,0.13,0.38,0.02
1,5,1,0,0,0,0,0,"Не дорого Не обнаружил Подушки мягкие, на любителей. Одеяло хорошее, матрас хороший",5,3,11,2023,0,0,1,False,False,False,False,True,False,0.04,0.33,0.1,0.28,0.0
1,5,1,0,0,0,0,0,"Отличный матрац. нет Матрас хороший. Подушки плотные, мягкие. Одеяло лёгкое, тёплое.",13,30,5,2024,0,0,1,False,False,False,True,False,False,0.08,0.2,0.18,0.19,0.01
1,5,1,0,0,0,0,0,"В меру жесткий, удобный. Полный комплект для сна Пока не обнаружили Отличный матрас",2,5,6,2024,0,0,1,False,False,False,False,True,False,0.14,0.7,0.14,0.02,0.01
1,5,1,0,0,0,0,0,Осень удобный Не нашла Очередь нравится. Подушка одеяла суперские дети в восторге,12,23,11,2023,0,0,1,False,False,False,True,False,False,0.02,0.75,0.29,0.04,0.01
1,5,1,0,0,0,0,0,"Мягкий комфортный Не обнаружил Хороший удобный матрас , очень мягкий и комфортный",0,15,2,2024,0,0,1,False,False,False,False,True,False,0.09,0.14,0.16,0.57,0.0
1,5,1,0,0,0,0,0,Отличный набор с хорошим качеством за эти деньги Задержалась доставка Рекомендую,13,14,2,2024,0,0,1,False,False,False,True,False,False,0.05,0.35,0.05,0.41,0.0
1,5,1,0,0,0,0,0,"  Очень удобный матрас, ребенку спать одно удовольствие! Классно, что сразу одеяло и подушка в комплекте",17,24,10,2023,0,1,2,False,False,False,True,False,False,0.04,0.14,0.29,0.45,0.0
1,4,1,0,0,0,0,0,пока вроде не плохо. время покажет. пока нет удивлен! в комплекте одеяло и подушка.,8,20,5,2024,0,1,1,False,True,False,False,False,False,0.02,0.49,0.04,0.01,0.29
1,5,1,0,0,0,0,0,"Хороший матрас, мягкий нету Очень удобный, хорошая цена. Подушки и одеяло восторг)",6,26,2,2024,0,0,1,False,False,False,True,False,False,0.05,0.35,0.05,0.41,0.0
1,5,1,0,0,0,0,0,"Жесткий, спина отдыхает Только одна сторона для сна За такую цену отличный матрас",18,14,4,2024,0,0,1,False,False,False,False,False,True,0.04,0.27,0.08,0.64,0.0
1,5,1,0,0,0,0,0,"Очень удобно спать  Не твердый и не слишком мягкий, в меру, очень удобно спать, подушки мягкие",6,27,12,2023,0,0,1,False,False,False,False,True,False,0.05,0.84,0.07,0.04,0.01
1,5,1,0,0,0,0,0,ребенку понравилось нет пришло все в целой упаковки.ребенок спит с удовольствием,19,13,12,2023,0,0,1,False,False,False,True,False,False,0.06,0.41,0.16,0.16,0.0
0,5,1,0,0,0,0,0,Доволен комфортный матрас Пока не заметил Скоро приедет кровать и дополню отзыв,7,22,5,2024,0,0,1,False,False,False,True,False,False,0.18,0.13,0.13,0.27,0.0
0,5,1,0,0,0,0,0,"хороший матрас, подушки и одеяло в комплекте, завернутые в матрас нет рекомендую",18,10,4,2023,0,0,1,False,False,False,True,False,False,0.03,0.21,0.38,0.24,0.0
0,5,1,0,0,0,0,0,"Хороший Нет Вполне достойный матрас, бонусом одеяло и 2 подушки, стоит этих денег",19,5,5,2024,0,0,1,False,False,False,False,True,False,0.12,0.81,0.11,0.01,0.03
0,5,1,0,0,0,0,0,"шикарный набор нет хороший толстый матрас, мягкая подушка и легко мягкое одеяло",17,19,10,2023,0,0,1,False,False,False,True,False,False,0.04,0.88,0.19,0.01,0.02
1,5,1,0,0,0,0,0,очень качественный матрац нет пришло всё хорошо упаковано в вакуумной упаковки,4,12,6,2024,0,0,1,False,False,False,False,True,False,0.05,0.12,0.05,0.43,0.01
1,5,1,0,0,0,0,0,"матрац для бюджетной сетки , весьма неплох  с учётом бонусов которые дали за комплект , топ .",13,17,1,2024,0,0,1,False,False,False,False,True,False,0.03,0.62,0.33,0.12,0.01
1,5,1,0,0,0,0,0,Комфортный  Надеюсь прослужит долго. Матрас супер 👍🏻👍🏻👍🏻,21,17,2,2024,1,0,1,False,False,False,True,False,False,0.05,0.18,0.13,0.49,0.0
1,5,1,0,0,0,0,0,размер.наполнение.сшито качественно.теплое.легкое не нашла берите не пожалеете,18,17,11,2023,0,0,1,False,False,False,False,True,False,0.01,0.19,0.14,0.39,0.01
0,5,1,0,0,0,0,0,"очень удобный матрас за такие деньги нет классный матрас, спина говорит спасибо",10,26,6,2023,0,0,1,False,False,False,True,False,False,0.01,0.38,0.13,0.36,0.02
1,5,1,0,0,0,0,0,Комфортный  Надеюсь прослужит долго. Матрас супер 👍🏻👍🏻👍🏻,21,17,2,2024,1,0,1,False,False,False,True,False,False,0.03,0.71,0.09,0.14,0.0
1,5,1,0,0,0,0,0,"Достаточно удобный! В комплекте подушки и одеяло нет Подошёл, доставили быстро,",13,13,3,2024,0,1,1,False,False,False,False,True,False,0.19,0.01,0.09,0.87,0.0
