Автор,Оценка,Продавец,Фото,Лайки,Дизлайки,Реакции,Рейтинг,Текст,Час,День,Месяц,Год,Наличие эмодзи,Количество_!,Длина_Текста,sentiment_anger,sentiment_enthusiasm,sentiment_fear,sentiment_happiness,sentiment_neutral,sentiment_sadness,neutral,negative,positive,skip,speech
0,5,1,5,1,0,1,1,"Лёгкие, классный кейс, звук вполне хороший + кешбэк 🔥🔥🔥 Для кого-то оставленные отпечатки на кейсе минус, но для меня особой роли это не играет. кто-то пишет про плохой звук или  ужасный микрофон, но они забывают в какой ценовом сегменте покупают товар. Единственное, что хотелось бы, так это остановка музыки или видео, когда вынимаешь из уха один наушник. Поэтому для меня существенных минусов нет. Это мои первые наушники бренда Realme. Пришёл кешбэк 1000₽ и я не долго думая заказал их. Вышли 1490₽ + кешбэк 500 бонусов и бесплатная доставка",15,19,2,2024,1,0,6,False,False,False,True,False,False,0.33,0.31,0.12,0.16,0.01
0,5,1,0,6,0,6,6,"для меня плюс это дизайн наушника + он матовый и весь чёрный, другие наушники тупо дизайном не устраивали, особенно где много хрома смотрится как сережки, либо глянцевые, эти зашли, отличные микрофоны, послушал запись звонка ощущение что с микрофона со смартфона разговариваешь, брат сразу сказал звук отличный и громкий, в шумных местах не тестил думаю меня устроит и так, оба наушника по отдельности микрофоны все отлично, басов хватает, частот хватает, естественно звук только  эквалайзером над настроить, иначе как бочка это у всех наушников, можно скачать в маркете, даже считаю обязательно качать, родное приложение считаю бесполезное в качестве настройки звука, у меня смарт рутован и стоит  системный эквалайзер Viper fx, так что звук под себя сделал и очень доволен звучанием, наушники обошлись в 900р что подарок + 300р бонусы ещё. не нравится как сидят наушники в кейсе, лучше бы ножками наружу сидели, а не во внутрь, видимо размер  кейса хотели минимальным сделать и скруглить его, после других наушников придется привыкать, ну м крышка будто мягковато открывается, мои первые были потуже, с этими недостатками думаю можно жить они не критичны в целом отличные наушники, но обязательно советую под настроить эквалайзер под них и будет супер",21,11,8,2023,0,0,13,False,False,False,True,False,False,0.52,0.21,0.12,0.14,0.02
1,5,1,0,0,0,0,0,"За свои деньги отличный вариант Сложно иногда достать из кейса. Долго решался на покупку наушников с ""хвостиком"". Из-за работы ношу их под противошумными ноушниками. Думал буду ""хвостики"" мешать, но все оказалось хорошо. Так же после аэрдотсов вторых искал с механической кнопкой, но тут я понял что рынок и производители попросту уходит от механики. А маслянными руками сенсор тыкать такое себе. Но по итогу принаровился работать с сенсором запястьем руки. Заряд держат отлично. Слушаю аудиокниги одним ухом. Каждый наушник держит примерно 8-9 часов. Музыку не слушаю так долго, потому не замерял. Качество звучания лично для меня отличное. Басы мягенькие, не выделяются как на соньках. Ну и большой плюс это tape-c и независимое подключение. Захотел правый наушник достал, захотел второй, убрал правый и т.д. И им пофиг. Работают не останавливаясь. Из минусов больше всего напрягло что черная модель бокса это софт-пластик. Белая (у жены) глянец. Ну почему нельзя было и черную сделать глянцевой. Софтпластик плохо дружит даже с малоагрессивной химией. Ладно хоть сами наушники это тоже глянец+шагрень. В целом покупкой доволен более чем. Наверно занимает тройку лидеров моих приобретений за год.",12,17,3,2024,0,0,12,False,False,False,True,False,False,0.32,0.13,0.28,0.1,0.02
1,4,1,0,7,5,12,2,"Не плохой звук, не стоит ожидать прям  ""бомбы"" ценителям детального звука, для тренировок, и повседневки вполне. Цена , отличный заряд, сравнительно хорошее приложение, хороший отклик на нажатие. Басс , он же ""+""  и ""-"". Т.е басс более чем хороший ,но из за его переизбытка, глотает все остальные звуки.На мой взгляд манипуляции с эквалайзером мало чем помогут, это больше заводское решение проблемы. Обычному пользователю подойдёт однозначно, возможно некоторые даже не заметят этих неудобств. Самый ОГРОМНЫЙ и ЕЩЁ РАЗ ОГРОМНЫЙ МИНУС это доставка от Сбера Логистики , отвратительно как всегда . 10. 05 пришла в центр выдачи , отдали 17.05 без объяснений., Вообще там куча ""приколов"" с СБЛ, но не буду детально, долго слишком. Если есть возможность отправить другой компанией, даже не задумывайтесь , даже если переплата. Просто иногда приходится отправлять СБЛ , выбора нет . А по ушам,  ну  есть как я думаю пара  не оч. приятных моментов , это потеря связи во время звучания , на 1 сек. примерно, и если вы вытащили наушники и убрали их коран , сумку, и т.д. , то опять вставив их в уши , они ни как реагировать на нажатия и поиск их смартфоном, нужно сначала их положить в бокс.(прям вообще напрягло) Скорее советую",12,21,5,2023,0,0,13,False,False,False,True,False,False,0.55,0.18,0.22,0.08,0.0
1,5,1,0,7,0,7,7,"качество звука не плохое, громкости мне за глаза, кейс не велик, комфортные, есть приложение редко, но теряют сигнал, как и все бюджетники за пару недель до покупки этих realme buds t100, купил redmi buds 3 lite, так как их у меня быстро подрезала супруга, пришлось снова рыть интернет в поисках бюджетника, упёрся в эти ухи, опирался на отзывы в интернете, забрал в ситилинке в день покупки, кстати дешевле чем от других продавцов из мегамаркета, вобщем они и по звуку и по детализации звуков гораздо качественнее redmi, басов и там мне хватало, в ушах лежат словно пушинки, уши не устают как от предыдущих, и кстати у redmi есть особенность, в них как глухой ходишь, даже если ни чего не слушаешь, в t100 я хоть собеседника слышу, для меня это плюс, кейс правда толще чем у redmi, анфас одинаковый, на фото видно, t100 справа, redmi слева, внешне redmi привлекательнее, но удобство, лёгкость, звучание однозначно за t100, приложение работает, если громкости с басами не хватает, можно прибавить в приложении, сенсор срабатывает быстрее чем на redmi, но и стоят они дороже, в моём случае на 800р., если без бонусов и купонов, но я однозначно не пожалел, рекомендую. Всем добра!",17,10,10,2023,0,1,12,False,False,False,True,False,False,0.0,0.02,1.0,0.01,0.03
1,5,1,3,0,0,0,0,"Прекрасный звук, глубокий басс, аккумулятор держит заряд хорошо, вход для зарядного устройства Type C Места стыков и спайки пластика ощущаются в руках, не самая удобная установка наушников в кейс В этих наушниках очень хороший звук! В специальном приложении можно выбрать параметры звучания на увеличение частот или же улучшение речи в музыке, а можно просто оставить по умолчанию, то есть баланс между этими двумя параметрами. Сам размер кейса небольшой, легко и просто помещается в кармане. Оригинальные цвета исполнения: жёлтый и чёрный. Помимо плюсов, есть и минус — не самый лучший пластик. В местах стыков крышки и основной части кейса, пластик совершенно немного выпирает и ощущается, хочется взять наждачную бумагу и исправить 😄. Не самое удобное извлечение самих наушников, а также их установка (но тут, как говорится, ""кто как привык""). В общем и целом наушники на твёрдую пятёрку. Ещё раз отмечу, что звук в них действительно чистый и приятный.",16,29,2,2024,1,1,10,False,False,False,True,False,False,0.69,0.48,0.05,0.04,0.01
1,5,1,0,4,0,4,4,"  Наушники звучат отлично особенно за свою стоимость. По звучанию на уровне с JBL C100SI. В наушниках есть игровой режим, при включении которого задержки в играх становятся незначительными, но все равно есть по сравнению с проводными. Порадовало, что наушники очень долго держат заряд. Кейс я заряжаю раз в 3 дня. Производитель заявляет 6 часов работы без кейса, во что охотно верится по опыту использования. Кейс заряжается меньше чем за час от 20 ваттной зарядки телефона с 20% до 100%. Наушники достаточно громкие. Я слушаю на уровне 25-50% громкости. Слушаю в основном рок, поп(Skillet, Metallica, AC/DC, Imagine Dragons, Green Day) в них эти жанры и песни этих групп звучат хорошо. В наушниках хорошие низкие частоты, средние, а вот высоких в некоторых композициях может показаться мало. У наушников есть своё приложение, где можно настроить пресет эквалайзера, усиление громкости, нажатия на наушники и включить или выключить игровой режим. Единственный минус, который я заметил это небольшой люфт крышки вправо, влево в закрытом состоянии(по сути это не на что не влияет). За свою цену - это отличные наушники.",10,5,10,2023,0,0,12,False,False,False,True,False,False,0.67,0.14,0.02,0.24,0.01
0,5,1,0,0,0,0,0,  оТлИЧно ОТЛИЧНо ОТлИчно оТлИЧнО отЛИЧНО оТлИчно отЛИЧно отлИчНо ОтлИЧНО ОтЛиЧНо ОТлИчно отЛИЧнО отличНо отЛично ОТлИЧнО ОТлИчнО ОтЛиЧНО ОтЛИЧно оТлИЧНо отлИчно ОтЛИчНО отлиЧНО ОтЛичНО оТЛИчНО оТЛИЧНО ОТЛиЧнО отЛИЧно Отлично отлиЧнО ОтЛИЧНО отЛиЧНо оТЛИЧно ОтЛичнО оТличНо оТЛИЧНО отЛИчно ОТлиЧНо ОТличнО ОтЛичНО оТличнО ОТлИчно оТЛИЧнО отличнО отЛИчно оТЛиЧнО ОТличнО ОТлИЧНО ОтлиЧно ОтЛичнО ОтлиЧНО оТлИчНО ОтЛИчно ОТличНо оТлИЧНо отлИчно оТЛИчно ОТЛИчно ОтлИЧно ОтлИчно ОтЛИЧНО отличнО ОтЛиЧНО ОтлИчнО отлиЧнО оТЛиЧно отЛИЧНО ОтлИчнО оТЛИЧнО отЛИЧно оТЛИчнО ОТличНО ОтЛиЧно ОтЛИЧно отлично ОТЛИЧнО Отлично ОТЛИчНО ОТличнО ОТличНО ОТлИЧНО оТлИЧНо ОТЛиЧно отличНО ОтЛичнО ОтЛИчНо ОтлИчно ОтЛИчНо ОТличНО отЛИЧНо ОТличнО оТЛИЧнО отЛИЧно оТЛИчно оТЛИЧНо ОТЛиЧНо отлиЧно оТЛиЧНо оТличнО отлиЧНо ОТЛИЧНо оТЛИЧНО оТлИчнО отЛИЧНО ОтлИЧНо оТЛиЧНО оТлИчнО ОтлиЧНо отЛИчно ОТЛичНо ОТЛично оТЛИчнО оТлИЧНО ОТлИчнО оТлИчнО оТлИЧНО ОтЛИчно ОтЛИчно ОтлИЧНО оТличНО ОтлИЧНО оТличНО отлиЧНо ОтЛИЧНО ОТлИЧНо ОТлиЧно отлиЧно ОтЛиЧнО ОТЛИчно,2,13,6,2024,0,0,11,False,False,False,True,False,False,0.38,0.21,0.14,0.18,0.01
0,5,1,0,0,0,0,0,"Автономность, срок работы  Наушники недорогие, с скидками и бонусами. Звук не плохой, но поначалу не впечатлил, показался невыразительным. После нескольких часов прослушивания мнение немного изменилось в положительную сторону. В общем звучание норм.",10,29,3,2024,0,0,3,False,True,False,False,False,False,0.48,0.26,0.12,0.12,0.01
1,5,1,0,11,1,12,10,"Цена 1690 стоили минус бонусы равно 97 р Когда бегаю. чуть выпадают, мб моё строение ушей, больше их тут нееееееет Если не охото тратить 15 к на новую пару ушей, если вам не особо нужен шумодав, функция прозрачности и датчик приближения, то эти уши для вас.",15,6,4,2023,0,0,3,False,False,False,False,True,False,0.22,0.26,0.26,0.1,0.02
1,5,1,0,0,0,0,0,"ЗВУК!!! - это самый главный для меня плюс этих наушников! за такую цену получаем шикарный, чистый, громкий звук, с качественным басом. Так же ""в комплекте"" удобный сенсор без лишних срабатываний, можно регулировать громкость, переключать треки, ставить на паузу, управлять вызовами китайская версия - ""на скорость не влияет"", но факт у меня это уже вторые наушники этой модели, первые купила около года назад в белом цвете, работают без нареканий при ежедневном использовании (те муж себе забрал)), безмерно довольны ими, так что над моделью даже не думали, взяли такие же.",14,21,1,2024,0,4,6,False,False,False,True,False,False,0.16,0.31,0.28,0.11,0.02
1,5,1,0,0,0,0,0,"отличные уши, звук хороший , запаса громкости достаточно ( я серьёзно, при желании их можно использовать как колонки.) хочется придраться к кейсу ощущается дешевизна, какой то люфт крышки влево вправо, если на них надавить они скрипят в некоторых местах. нет индикатора зарядки наушников, ни на самом наушнике, ни на кейсе, только уровень заряда кейса НО наушников хватает очень на долго.  если старые постоянно разряжались и бесили, то у этих я вообще разрядку не застал ни разу. нет активного шумодава, хоть я им обычно и не пользовался но все таки 24 год на дворе,  шумодав ставили в уши ещё 5 лет назад, когда на рынке было 3 с половиной беспроводных наушника. я разобрался китайские иероглифы,  но вроде надо ещё какое то приложение скачать, чтобы они ещё лучше работали. в любом случае, я взял уши как временное решение своим старым ушам и тем что я хочу купить в будущем. sgb2pro",0,16,3,2024,0,0,9,False,False,False,True,False,False,0.82,0.08,0.1,0.05,0.0
1,5,1,0,0,0,0,0,"шикарный звук нет цена адекватная с промо и бонусами около 1000руб.Realme Buds Air T100 - это отличные беспроводные наушники, которые впечатляют своим звество звука у истый и басистый звук, который передает каждую ноту и аккорд. Благодаря технологии Bluetooth 5.0 подключение к устройству быстрое и стабильное, не возникает никаких проблем с синхронизацией или обрывами воспроизведения.",14,22,5,2024,0,0,4,False,False,False,True,False,False,0.86,0.03,0.04,0.1,0.0
0,5,1,0,2,0,2,2,"всё в них один плюс, они обалденные 1-не очень понравились амбушюры... немного новая форма.., 2-непривычное расположение в кейсе долго сомневалась и всё же взяла...рада безумно-они просто обалденные.. мгновенно коннектятся, за секунду.. звук шикарный... у меня хоноры дороже 5т, эти не хуже..работают с приложением,можно всё настроить, любые настройки для себя..очень отличное управление,никакими касаниями и шапкой или капюшоном не нарушается,потому что управление начинается с двух прикосновений и это очень хорошо..звук не пропадает даже через 2 комнаты,это более 10 м..отлично разговаривать при вызове. вобщем наушники очень хорошие.. качество порадовало и очень выгодный кешбек в полцены, так что вышли 1100р.по сути.. забирала в магазине,гарантия в наличии👌комплект полный-желтый шнур, сменные амбушюры,книжки инструкций.. у меня было немало наушников,эти при своей средней цене по качеству ближе к дорогим, с учётом кешбека приобретение вообще🔥🔥🔥",14,17,11,2023,1,0,10,False,False,False,True,False,False,0.61,0.09,0.1,0.18,0.0
1,5,1,0,2,104,106,-102,"  Я рад поделиться своим отзывом о бумаге для принтера. Бумага для принтера – это важный компонент для создания качественных печатных материалов. Вот несколько причин, почему я считаю ее отличным выбором:",18,4,11,2023,0,0,3,False,False,False,True,False,False,0.99,0.02,0.01,0.04,0.0
1,5,1,0,1,73,74,-72,  Бумага для принтера SvetoCopy A4 80г/кв.м 500 л - моя надежная спутница в деловом мире!,17,13,11,2023,0,1,1,False,False,False,False,True,False,0.64,0.12,0.11,0.11,0.01
1,5,1,0,0,2,2,-2,"  Увлекся я недавно печатанием исследовательских статей и объявлений, и решил обновить запасы бумаги для принтера. И тут я наткнулся на отличный вариант - бумагу для принтера SvetoCopy A4 80г/кв.м 500 л. Решил заказать ее в интернет-магазине ""Мегамаркет"" и не пожалел.",13,22,2,2024,0,0,3,False,False,False,False,True,False,0.22,0.11,0.41,0.16,0.0
1,5,1,0,1,46,47,-45,  📝 Отзыв о бумаге для принтера SvetoCopy A4 80г/кв.м 500 л 📝,10,29,11,2023,1,0,1,False,True,False,False,False,False,0.38,0.1,0.28,0.09,0.02
1,5,1,0,4,74,78,-70,"Удобная, портативная, проста в использовании, легка в чтении Не обнаружил Я регулярно использую бумагу для печати в своих повседневных задачах, и мне хотелось бы поделиться своим положительным опытом.",7,25,6,2023,0,0,3,False,False,False,False,True,False,0.39,0.17,0.13,0.14,0.01
1,5,1,0,1,47,48,-46,"цена качество их нет Качественная, хорошая Я регулярно использую бумагу для печати в своих повседневных задачах, и мне хотелось бы поделиться своим положительным опытом.",17,7,7,2023,0,0,2,False,False,False,False,True,False,0.77,0.07,0.06,0.06,0.01
1,5,1,0,0,21,21,-21,"Бумага для принтера SvetoCopy - отличный выбор для печати как в офисе, так и дома. Я использовал данную бумагу уже несколько месяцев и она полностью удовлетворяет мои потребности. Немного дороже всех других альтернатив В целом, я очень доволен бумагой для принтера SvetoCopy. Она обладает отличными характеристиками, которые делают ее незаменимым инструментом для любой печати. Рекомендую всем, кто ищет надежную и высококачественную бумагу для своих печатных задач.",20,28,11,2023,0,0,5,False,False,False,False,True,False,0.6,0.08,0.31,0.04,0.0
0,5,1,2,1,12,13,-11,"Качество печати: Бумага SvetoCopy A4 80г/кв.м идеально подходит для печати документов и изображений. Цвета выглядят насыщенными, текст четким, нет размытия или замазывания. Легкое прогибание: Бумага SvetoCopy A4 80г/кв.м имеет некоторую склонность к прогибанию, особенно если плотность печати высокая или печать длится длительное время. Бумага SvetoCopy A4 80г/кв.м 500 л является отличным выбором для всех типов печати, как в офисе, так и дома. Качество печати впечатляет, цвета выглядят яркими и насыщенными. Прочность бумаги также замечательная, она не рвется и не склеивается после печати. Наличие 500 листов в упаковке - это большое преимущество, потому что бумаги хватает надолго. Единственным минусом является ее склонность к прогибанию и более высокой степени загрязнения. Однако эти недостатки не перекрывают все положительные характеристики бумаги. В целом, я очень довольна покупкой бумаги SvetoCopy A4 80г/кв.м 500 л и могу рекомендовать ее всем, кто ищет качественную и надежную бумагу для своего принтера.",16,30,12,2023,0,0,11,False,True,False,False,False,False,0.85,0.09,0.06,0.1,0.0
0,5,1,0,1,19,20,-18,"Классическая бумага  Как и многие другие люди, я использую бумагу А4 каждый день. Это универсальный формат, который подходит для большинства задач, связанных с письменным общением и организацией документов.",3,4,11,2023,0,0,3,False,False,False,False,True,False,0.2,0.13,0.47,0.1,0.0
1,5,1,0,0,12,12,-12,Качество  Бумага для принтера SvetoCopy является одним из лучших вариантов для печати документов. Я использовал ее в своем принтере уже несколько месяцев и очень доволен результатами.,22,19,12,2023,0,0,2,False,False,False,True,False,False,0.62,0.09,0.1,0.1,0.01
0,5,1,1,0,16,16,-16,"Цена Нет Я хотел бы поделиться своим отзывом о бумаге для принтера, которую я использовал.",12,15,12,2023,0,0,1,False,False,False,False,True,False,0.93,0.04,0.04,0.05,0.0
1,5,1,1,0,9,9,-9,"Белая, качественная Мало в упаковке Я хочу поделиться своим отзывом о бумаге Svetocopy. В целом, я очень доволен качеством этой бумаги.",20,7,2,2024,0,0,2,False,False,False,True,False,False,0.92,0.05,0.03,0.03,0.01
1,5,1,0,0,6,6,-6,"Я купил бумагу для принтера SvetoCopy А4 80г/кв.м 500 л. и был приятно удивлен ее качеством и функциональностью. Бумага имеет стандартный формат А4 и вес 80г/кв.м, что делает ее идеальным выбором для печати повседневных документов. нету .",10,19,1,2024,0,0,3,False,True,False,False,False,False,0.42,0.34,0.11,0.11,0.01
1,5,1,0,0,19,19,-19,  Бумагу для принтера SvetoCopy A4 80г/кв.м 500 л я приобрел недавно и хочу поделиться своим отзывом.,11,17,10,2023,0,0,2,False,False,False,False,False,True,0.45,0.11,0.13,0.14,0.01
1,5,1,0,0,10,10,-10,  Приобрел бумагу для принтера SvetoCopy формата A4 с плотностью 80 г/кв.м в упаковке на 500 листов и вот мои впечатления:,19,30,11,2023,0,0,2,False,False,False,False,True,False,0.57,0.22,0.07,0.1,0.02
1,5,1,0,0,12,12,-12,"много листов, доступно по цене конечно, не самая-самая, Вообще, данной бумагой и в офисе пользовались, вроде бы ни каких проблем не было. Один раз на холдинг из 100 человек как сделали заказ даже не знаю на какой количество пачек. как говорится - ни когда столько не видела. Таскала с работы оборотки, когда дочка рисовала в стиле ""каля-маля"". А сейчас уже она научилась экономно рисовать, пачки в 500 листов на полгода хватает, а то и дольше. Так что я решила уже нормальную покупать, тем более иногда нужно такую бумагу в школу на труды или рисунки просят на выставку то про одно или другое. Оборотки как то неудобно использовать. Так что вот, в очередной раз приехали братья в гости, они всей компанией добили старые запасы, купила еще пачку. В офисе на счет заминания могу сказать, что бывали такие случаи. Но как правило они были связаны и неисправностью или поломкой принтера. Если бумага плохая, она себя так проявит что на хорошем, что не на очень принтере. А тут, если и были проблемы, не в бумаге было дело.",21,29,4,2023,0,0,11,False,True,False,False,False,False,0.14,0.12,0.54,0.09,0.01
0,5,1,0,0,0,0,0,"  Бумага для принтера SvetoCopy A4 80г/кв.м 500 л - настоящее открытие для меня! Купил я ее в интернет-магазине Мегамаркет, и ни на минуту не пожалел о своем выборе. С самого первого знакомства с этой бумагой я был в восторге от ее качества.",4,27,2,2024,0,1,3,False,False,False,False,True,False,0.28,0.24,0.18,0.21,0.01
1,5,1,2,0,4,4,-4,"Цена, качество, плотность, удобная упаковка - Бумага SvetoCopy A4 80г/кв.м с 500 листами оказалась надежным партнером в офисной работе. В первую очередь, хочу выделить ее легкость и прочность. Материал кажется тонким, но при этом не поддается ломкости, что делает ее удобной для манипуляций при печати и копировании.",8,28,1,2024,0,0,4,False,False,False,False,True,False,0.65,0.16,0.07,0.07,0.02
1,5,1,0,0,12,12,-12,"  Я недавно приобрел пачку бумаги для принтера и хочу поделиться своим мнением об этом продукте. Прежде всего, я был приятно удивлен качеством бумаги - она достаточно плотная и гладкая, что обеспечивает превосходное качество печати. Особенно мне понравилось, как четко отображаются мелкие детали на распечатанных документах.",17,14,10,2023,0,0,4,False,False,False,True,False,False,0.77,0.1,0.07,0.03,0.03
1,5,1,0,53,42,95,11,"качество нет Жил-был молодой человек по имени Максим. Он был очень активным и любил путешествовать. Однажды, когда он был в поездке, его телефон разрядился, и он не мог связаться со своими друзьями и близкими. Он понял, что ему нужен внешний аккумулятор, чтобы всегда быть на связи.",5,8,12,2023,0,0,3,False,False,False,False,True,False,0.71,0.13,0.09,0.08,0.01
1,5,1,0,0,20,20,-20,"Внешний аккумулятор Romoss Sense 8P+ 30000 mAh - отличное устройство для зарядки мобильных устройств в пути. Есть несколько недостатков, о которых стоит упомянуть. Во-первых, из-за большой емкости аккумулятора он может быть несколько тяжелым и занимать много места в сумке или кармане. Во-вторых, некоторые пользователи отмечают, что аккумулятор может нагреваться при длительной работе или быстрой зарядке устройств. В целом, Romoss Sense 8P+ 30000 mAh - это прекрасное устройство, которое поможет вам оставаться на связи в дороге или в других ситуациях, когда доступ к сети электропитания ограничен. Оно надежно, удобно и может быть хорошим спасением в случае срочной необходимости зарядки вашего устройства.",3,28,12,2023,0,0,8,False,True,False,False,False,False,0.47,0.29,0.12,0.07,0.04
1,5,1,0,5,19,24,-14,"  Соответствие заявленным характеристикам, стоимость, качество сборки, наличие всех необходимых портов",14,28,7,2022,0,0,2,False,False,False,False,True,False,0.48,0.28,0.15,0.11,0.01
1,5,1,0,4,0,4,4,"Большой объема заряда, хватает примерно на 7 полных зарядок смартфона 4Амч, разнообразие портов для подключения, одновременная зарядка девайса и пауэрбанка, жк экран с информацией (процент зарядки, ампераж). Можно использовать, как средство самообороны или как пресс для бумаг -тяжелый. При покупке был заряжен на 80% Возможно не хватает провода (скорее ""хотелка""). Но логика производителя понятна, имея телефон - всегда имеется и провод для зарядки. Наличие многопортовости подразумевает, что пользователь может сам выбрать провод, который есть у него в наличии для зарядки. Предыдущий аккумулятор этой марки был куплен 10 лет назад и до сих пор работает несмотря на многочисленные циклы перезарядки и падения. Данная модель подкупила ёмкостью и наличием различных портов. Работает как часы, удобно видеть заряд батареи на дисплее. Пока не пробовал заряжать ноутбук, но уверен что потянет. Устройство достаточно тяжёлое, но для автомобиля и частых длительных поездок самое то.",9,18,4,2023,0,0,10,False,False,False,False,True,False,0.31,0.22,0.19,0.15,0.01
0,5,1,0,0,2,2,-2,"  Этот внешний аккумулятор просто удивительный! Его ёмкость 30000 mAh дает возможность заряжать не только мобильные устройства, но и планшеты, ноутбуки и другие гаджеты. Благодаря двум портам USB и одному USB Type-C можно одновременно заряжать несколько устройств, что очень удобно.",14,22,3,2024,0,1,3,False,True,False,False,False,False,0.36,0.17,0.17,0.07,0.06
0,5,1,0,1,0,1,1,"1) дисплей с текущим зарядом, а также информация о мощности зарядки Минусов не выявил за 2+ месяцев. Иногда может не заряжать, но проблема скорее всего в моем кабеле, который уже почти сломан. Единственный минус, это то что он царапается и это видно, но в целом мне не мешает Повербанк пришел уже заряженный на 70 процентов,что позволило сразу проверить его рботоспособность. Мне очень жаль, что нету в комплекте блока или хотя бы кабеля для зарядки. Сам он достаточно тяжёлый, что иногда идет в минус,но из-за объема батареи, это наверно нормально. Долго выбирал какой именно купить и выбор пал на этот из-за честной ёмкости, дизайна, бренда, скидки, а также отзывам и обзорам. Советую к покупке, шел он довольно быстро.",10,20,10,2023,0,0,8,False,False,False,False,False,True,0.55,0.16,0.11,0.12,0.01
1,5,1,0,4,0,4,4,"Качество. Дисплей. Быстрая зарядка, сквозная зарядка. Цифры на дисплее светятся на всём протяжении заряжаемого гаджета (ну, так себе минус) Купил его изучив кучу обзоров, до этого с этим брендом вообще не сталкивался. Брал его в первую очередь для зарядки аккумов дрона (они поддерживают быструю зарядку). Качественный, тяжёлый. Информативный дисплей, во время зарядки можно узнать вольтаж и амперы (поочередное нажатие кнопки). Так же на дисплее высвечивается значок быстрого заряда, если гаджет такую поддерживает (очень удобно). Порадовало отсутствие ненужного на таких устройствах диода, выполняющего функцию фонарика. Быстрый заряд действительно работает. На Али уже прикупил к нему чехол.",3,1,11,2022,0,0,7,False,False,False,True,False,False,0.77,0.2,0.08,0.12,0.0
0,5,1,0,0,2,2,-2,"1. Огромная емкость 30000 mAh  Этот внешний аккумулятор Romoss sense 8P+ 30000 mAh - это настоящий спаситель в путешествиях и в повседневной жизни! Его огромная емкость позволяет заряжать мои устройства множество раз, прежде чем придется искать розетку. Быстрая подзарядка гарантирует, что мои устройства будут готовы к использованию в кратчайшие сроки. Мне особенно нравится то, что есть множество портов для подключения разных устройств, что делает его универсальным и удобным в использовании. И все это - в компактном и легком дизайне, который умещается даже в самой маленькой сумке. В общем, этот внешний аккумулятор Romoss sense 8P+ 30000 mAh - это отличное приобретение, которое я рекомендую всем своим друзьям!",13,31,12,2023,0,2,8,False,False,False,True,False,False,0.5,0.33,0.08,0.17,0.0
1,5,1,1,4,0,4,4,"Удобный в использовании, есть информативный дисплей, много разных выходов. Есть быстрая зарядка.  Пользуюсь недавно, но уже могу сказать впервые впечатления по данному девайсу. Емкость не мерил, ибо не чем, но сам девайс тяжелый, если кто не в курсе, то это говорит о возможно честной емкости. Дисплей информативный : при использовании его в режиме повербанка показывает оставшийся процент заряда, нажатие на боковую кнопку - показывает каким напряжением заряжает, еще нажимаем - с какой силой ток.  Даже можете понять хороший ли ваш кабель или не очень. Когда сам стоит на зарядке, то все то же самое показывает при переключении.  Меня пока устраивает.",15,10,3,2023,0,0,7,False,False,False,True,False,False,0.45,0.11,0.22,0.1,0.0
1,5,1,5,0,0,0,0,"Большой кирпич, тяжелый. Значит не пустой. с собой не возьмешь в карман, дороговато Оригинальная продукция, ну наклейка тест водой проходит, хотя ссылка qr кода уже давно не работает. Полностью разрядить не удалось, пока нет необходимости в этом. Но 2600мАч разрядил, и зарядил до фула. Все работает. Главный минус это цена, и 18w на выход слабовато, учитывая что почти в половину дешевле есть hoco, а вот подержав в руках понимаешь что разницы между ними не особо на первый взгляд. Для тех, кто замеряет расход и удивляется что нет 30к, то вам надо учитывать потери, никто вам 100% не отдаст.",12,2,5,2024,0,0,6,False,False,False,False,True,False,0.53,0.15,0.07,0.1,0.03
